Total_water_use,Entity,Code,Year,Bovine_meat,Poultry_meat,Pigmeat,Mutton_Goat,Meat_Other,TOTAL_meat_consumed_per_capita,Total_population,Total_Consumption,dates,month
37674.68,Indonesia,IDN,1969,1.69,0.53,1.09,0.32,0,3.6299999999999994,111759000,405685169.99999994,January-1969,January
39709.729999999996,Indonesia,IDN,1970,1.8,0.52,1.11,0.35,0.01,3.7900000000000005,114793000,435065470.00000006,January-1970,January
39802.75,Indonesia,IDN,1971,1.73,0.61,1.27,0.33,0.01,3.9499999999999997,117880000,465625999.99999994,January-1971,January
40949.47,Indonesia,IDN,1972,1.75,0.66,1.33,0.36,0.01,4.11,121017000,497379870.00000006,January-1972,January
41475.270000000004,Indonesia,IDN,1973,1.86,0.66,1.12,0.37,0.02,4.029999999999999,124200000,500525999.99999994,January-1973,January
43442.57,Indonesia,IDN,1974,1.98,0.7,1.14,0.35,0.02,4.189999999999999,127422000,533898179.9999998,January-1974,January
43264.16,Indonesia,IDN,1975,1.98,0.73,1.03,0.39,0.02,4.1499999999999995,130681000,542326149.9999999,January-1975,January
44368.66,Indonesia,IDN,1976,2.01,0.74,1.13,0.39,0.02,4.289999999999999,133967000,574718429.9999999,January-1976,January
43129.950000000004,Indonesia,IDN,1977,1.93,0.76,1.1,0.4,0.02,4.21,137278000,577940380,January-1977,January
42243.92,Indonesia,IDN,1978,1.88,0.81,1.03,0.41,0.02,4.1499999999999995,140622000,583581299.9999999,January-1978,January
44035.96,Indonesia,IDN,1979,1.85,1,1.24,0.43,0.01,4.529999999999999,144010000,652365299.9999999,January-1979,January
43511.29,Indonesia,IDN,1980,1.8,1.22,1.21,0.37,0.02,4.62,147448000,681209760,January-1980,January
45081.55,Indonesia,IDN,1981,1.82,1.27,1.37,0.38,0.01,4.85,150938000,732049300,January-1981,January
45779.1,Indonesia,IDN,1982,1.83,1.32,1.41,0.39,0.01,4.96,154468000,766161280,January-1982,January
48003.840000000004,Indonesia,IDN,1983,1.61,1.7,1.81,0.57,0.02,5.71,158008992,902231344.32,January-1983,January
50437.75,Indonesia,IDN,1984,1.68,1.76,2.11,0.49,0.01,6.05,161523008,977214198.4,January-1984,January
52723.28,Indonesia,IDN,1985,1.71,1.96,2.27,0.49,0.01,6.4399999999999995,164982000,1062484079.9999999,January-1985,January
54667.350000000006,Indonesia,IDN,1986,1.68,2.07,2.49,0.56,0.01,6.8100000000000005,168374000,1146626940,January-1986,January
54819.26,Indonesia,IDN,1987,1.65,2.26,2.47,0.55,0.01,6.9399999999999995,171703008,1191618875.52,January-1987,January
56245.31999999999,Indonesia,IDN,1988,1.63,2.35,2.68,0.56,0.01,7.23,174976000,1265076480,January-1988,January
58568.53,Indonesia,IDN,1989,1.69,2.52,2.82,0.54,0.01,7.579999999999999,178208992,1350824159.36,January-1989,January
61632.46,Indonesia,IDN,1990,1.72,2.85,3.06,0.51,0.01,8.15,181412992,1478515884.8,January-1990,January
64089.92,Indonesia,IDN,1991,1.73,3.21,3.17,0.52,0.01,8.639999999999999,184592000,1594874879.9999998,January-1991,January
67831.68,Indonesia,IDN,1992,1.88,3.5,3.17,0.54,0.01,9.1,187740000,1708434000,January-1992,January
74067.54999999999,Indonesia,IDN,1993,2.14,3.72,3.31,0.59,0.01,9.77,190851008,1864614348.1599998,January-1993,January
75516.73999999999,Indonesia,IDN,1994,2.05,4.31,3.46,0.52,0.01,10.35,193916992,2007040867.2,January-1994,January
70795.97,Indonesia,IDN,1995,1.9,4.52,2.95,0.49,0.01,9.870000000000001,196934000,1943738580.0000002,January-1995,January
75803.02,Indonesia,IDN,1996,2.1,4.82,3.04,0.5,0.01,10.47,199900992,2092963386.24,January-1996,January
76472.88,Indonesia,IDN,1997,2.16,4.5,3.17,0.54,0.01,10.38,202826000,2105333880.0000002,January-1997,January
65387.28,Indonesia,IDN,1998,1.97,3.05,3.06,0.4,0.01,8.49,205724992,1746605182.0800002,January-1998,January
61137.8,Indonesia,IDN,1999,1.86,3.04,2.67,0.38,0.01,7.96,208615008,1660575463.68,January-1999,January
63537.979999999996,Indonesia,IDN,2000,2.02,3.98,1.98,0.38,0.01,8.370000000000001,211514000,1770372180.0000002,January-2000,January
63951.729999999996,Indonesia,IDN,2001,1.91,4.36,1.97,0.44,0.01,8.69,214427008,1863370699.52,January-2001,January
68192.65,Indonesia,IDN,2002,1.81,5.13,2.16,0.59,0.01,9.7,217358000,2108372599.9999998,January-2002,January
71729.32,Indonesia,IDN,2003,1.95,5.21,2.23,0.66,0.01,10.06,220308992,2216308459.52,January-2003,January
76911.45,Indonesia,IDN,2004,2.28,5.49,2.19,0.56,0.01,10.53,223286000,2351201580,January-2004,January
70696.47,Indonesia,IDN,2005,1.89,5.13,2.46,0.53,0.03,10.04,226288992,2271941479.68,January-2005,January
77544.56,Indonesia,IDN,2006,2.08,5.66,2.6,0.62,0.03,10.989999999999998,229318000,2520204819.9999995,January-2006,January
74260.63,Indonesia,IDN,2007,1.88,5.83,2.59,0.52,0.05,10.870000000000001,232374000,2525905380,January-2007,January
78462.45999999999,Indonesia,IDN,2008,2.09,5.92,2.73,0.49,0.02,11.25,235470000,2649037500,January-2008,January
81577.70999999999,Indonesia,IDN,2009,2.23,6.04,2.73,0.54,0.01,11.549999999999999,238620992,2756072457.6,January-2009,January
87125.76000000001,Indonesia,IDN,2010,2.43,6.51,2.89,0.48,0.01,12.32,241834000,2979394880,January-2010,January
89822.74,Indonesia,IDN,2011,2.46,6.95,2.96,0.47,0.02,12.860000000000001,245116000,3152191760.0000005,January-2011,January
89410.16,Indonesia,IDN,2012,2.38,7.16,2.96,0.46,0.01,12.97,248452000,3222422440,January-2012,January
94237.57,Indonesia,IDN,2013,2.59,7.5,2.98,0.46,0.01,13.540000000000001,251804992,3409439591.6800003,January-2013,January
74941,Indonesia,IDN,2014,2.39,6.4,1.14,0.41,0.01,10.350000000000001,255128000,2640574800.0000005,January-2014,January
74701.38,Indonesia,IDN,2015,2.27,6.62,1.25,0.41,0.01,10.56,258383008,2728524564.48,January-2015,January
83609.87,Indonesia,IDN,2016,2.61,7.42,1.27,0.42,0.01,11.729999999999999,261556000,3068051879.9999995,January-2016,January
85560.70000000001,Indonesia,IDN,2017,2.79,7.19,1.24,0.46,0.01,11.690000000000001,264651008,3093770283.5200005,January-2017,January
136862.3,Iran,IRN,1961,3.98,1.89,0.05,7.65,0.66,14.23,22480000,319890400,January-1961,January
139584.28,Iran,IRN,1962,4.02,1.85,0.05,7.91,0.64,14.469999999999999,23071000,333837370,January-1962,January
125691.81999999999,Iran,IRN,1963,3.46,1.89,0.05,7.29,0.6,13.29,23680000,314707200,January-1963,January
123542.16,Iran,IRN,1964,3.44,1.91,0.05,7.07,0.57,13.04,24308000,316976320,January-1964,January
121594.42,Iran,IRN,1965,3.43,1.86,0.05,6.89,0.56,12.790000000000001,24955000,319174450,January-1965,January
119640.29999999999,Iran,IRN,1966,3.34,1.81,0.05,6.85,0.54,12.59,25624000,322606160,January-1966,January
122870.75,Iran,IRN,1967,3.37,2.45,0.05,6.85,0.53,13.249999999999998,26318000,348713499.99999994,January-1967,January
124000.86,Iran,IRN,1968,3.36,2.7,0.04,6.88,0.52,13.5,27033000,364945500,January-1968,January
126973.1,Iran,IRN,1969,3.44,2.94,0.04,6.96,0.56,13.94,27765000,387044100,January-1969,January
131900.33000000002,Iran,IRN,1970,3.68,3.21,0.05,6.96,0.54,14.440000000000001,28514000,411742160.00000006,January-1970,January
133524.24,Iran,IRN,1971,3.92,3.5,0.05,6.58,0.52,14.57,29282000,426638740,January-1971,January
137671.66000000003,Iran,IRN,1972,4.16,3.82,0.04,6.48,0.5,15,30075000,451125000,January-1972,January
137078.33000000002,Iran,IRN,1973,4.13,3.81,0.04,6.47,0.49,14.94,30906000,461735640,January-1973,January
142367.27999999997,Iran,IRN,1974,4.39,3.91,0.05,6.56,0.47,15.38,31786000,488868680,January-1974,January
152051.86,Iran,IRN,1975,4.68,4.19,0.06,7.01,0.46,16.400000000000002,32730000,536772000.00000006,January-1975,January
166015.11000000002,Iran,IRN,1976,5.48,4.58,0.08,6.99,0.45,17.580000000000002,33734000,593043720.0000001,January-1976,January
183619.92,Iran,IRN,1977,5.97,5.04,0.08,7.91,0.44,19.44,34803000,676570320,January-1977,January
187658.02000000002,Iran,IRN,1978,6.19,6,0.08,7.51,0.43,20.21,35961000,726771810,January-1978,January
176257.36000000002,Iran,IRN,1979,5.51,6.1,0.03,7.39,0.42,19.45,37237000,724259650,January-1979,January
195582.88,Iran,IRN,1980,6.18,5.75,0,8.61,0.42,20.96,38650000,810104000,January-1980,January
193488.31,Iran,IRN,1981,5.56,7.05,0,8.82,0.41,21.84,40200000,877968000,January-1981,January
196622.9,Iran,IRN,1982,5.53,6.2,0,9.65,0.4,21.78,41869000,911906820,January-1982,January
205249.63,Iran,IRN,1983,6.71,6.4,0,8.46,0.38,21.95,43637000,957832150,January-1983,January
188861.97999999998,Iran,IRN,1984,5.81,5.92,0,8.41,0.38,20.52,45473000,933105960,January-1984,January
173018.76,Iran,IRN,1985,4.94,5.54,0,8.32,0.36,19.16,47347000,907168520,January-1985,January
183015.45,Iran,IRN,1986,5.6,6.35,0,7.9,0.35,20.200000000000003,49260000,995052000.0000001,January-1986,January
164747.72999999998,Iran,IRN,1987,4.45,6.61,0,7.71,0.38,19.15,51194000,980365099.9999999,January-1987,January
167441.32,Iran,IRN,1988,5.38,6.39,0,6.49,0.36,18.619999999999997,53077000,988293739.9999999,January-1988,January
167290.78,Iran,IRN,1989,5.08,7.08,0,6.66,0.39,19.21,54822000,1053130620,January-1989,January
179191.7,Iran,IRN,1990,6.13,6.92,0,6.25,0.41,19.71,56366000,1110973860,January-1990,January
173095.01,Iran,IRN,1991,5.08,7.49,0,7.12,0.47,20.16,57679000,1162808640,January-1991,January
178789.4,Iran,IRN,1992,4.9,9.59,0,7.05,0.56,22.099999999999998,58780000,1299037999.9999998,January-1992,January
188489.96,Iran,IRN,1993,5.51,10.53,0,6.62,0.61,23.27,59724000,1389777480,January-1993,January
183413.71,Iran,IRN,1994,5.3,10.51,0,6.42,0.55,22.779999999999998,60591000,1380262979.9999998,January-1994,January
180690.94,Iran,IRN,1995,5.11,10.74,0,6.33,0.51,22.69,61443000,1394141670,January-1995,January
202615.28999999998,Iran,IRN,1996,6.28,10.93,0,6.68,0.33,24.22,62295000,1508784900,January-1996,January
202859.21,Iran,IRN,1997,6.15,11.47,0,6.67,0.41,24.7,63136000,1559459200,January-1997,January
204227.02,Iran,IRN,1998,6.08,11.59,0,6.89,0.43,24.990000000000002,63972000,1598660280.0000002,January-1998,January
181167.4,Iran,IRN,1999,5.03,11.5,0,6.15,0.53,23.21,64801000,1504031210,January-1999,January
178967.98,Iran,IRN,2000,4.32,12.59,0,6.61,0.35,23.87,65623000,1566421010,January-2000,January
190958.41999999998,Iran,IRN,2001,4.89,13.27,0,6.64,0.37,25.17,66449000,1672521330,January-2001,January
186765.27,Iran,IRN,2002,4.43,13.94,0,6.64,0.4,25.409999999999997,67285000,1709711849.9999998,January-2002,January
204518.99,Iran,IRN,2003,5.28,16.15,0,6.08,0.31,27.819999999999997,68123000,1895181859.9999998,January-2003,January
217126.13,Iran,IRN,2004,5.87,16.8,0,6.16,0.26,29.090000000000003,68951000,2005784590.0000002,January-2004,January
215451.71000000002,Iran,IRN,2005,5.48,17.58,0,6.27,0.25,29.58,69762000,2063559960,January-2005,January
218516.58000000002,Iran,IRN,2006,5.67,19.05,0,5.56,0.27,30.549999999999997,70555000,2155455250,January-2006,January
232473.91,Iran,IRN,2007,6.55,20.64,0,4.82,0.29,32.300000000000004,71336000,2304152800.0000005,January-2007,January
204032.4,Iran,IRN,2008,4.78,21.73,0,4.15,0.3,30.960000000000004,72121000,2232866160.0000005,January-2008,January
224123.28,Iran,IRN,2009,4.93,27.34,0,3.41,0.34,36.019999999999996,72925000,2626758499.9999995,January-2009,January
232184.27000000002,Iran,IRN,2010,6.17,25.23,0,3.19,0.26,34.849999999999994,73763000,2570640549.9999995,January-2010,January
231016.88,Iran,IRN,2011,5.77,25.94,0,3.41,0.25,35.370000000000005,74635000,2639839950.0000005,January-2011,January
207321.57,Iran,IRN,2012,4.45,24.7,0,3.64,0.24,33.03,75540000,2495086200,January-2012,January
197289.67,Iran,IRN,2013,3.58,25.38,0,3.69,0.23,32.879999999999995,76482000,2514728159.9999995,January-2013,January
202816.07,Iran,IRN,2014,4.02,25.9,0,3.29,0.19,33.4,77466000,2587364400,January-2014,January
200678.79,Iran,IRN,2015,4.4,25.49,0,2.58,0.15,32.62,78492000,2560409040,January-2015,January
212978.92,Iran,IRN,2016,4.61,27.16,0,2.79,0.16,34.72,79564000,2762462080,January-2016,January
226480.34,Iran,IRN,2017,5.22,27.52,0,3.08,0.16,35.98,80674000,2902650519.9999995,January-2017,January
306509.1,Italy,ITA,1961,14.85,5.37,7.88,0.82,2.07,30.99,50052000,1551111480,January-1961,January
338657.45,Italy,ITA,1962,16.48,6.2,8.38,0.87,2.18,34.11000000000001,50442000,1720576620.0000002,January-1962,January
376027.2,Italy,ITA,1963,18.73,7.18,8.15,0.85,2.26,37.17,50856000,1890317520,January-1963,January
382758.97,Italy,ITA,1964,18.25,8.46,9.6,0.84,2.23,39.38,51273000,2019130740.0000002,January-1964,January
390569.42,Italy,ITA,1965,18.34,10.04,9.59,0.8,2.27,41.04,51677000,2120824080,January-1965,January
442965.1,Italy,ITA,1966,21.59,10.72,9.38,0.87,2.34,44.900000000000006,52063000,2337628700.0000005,January-1966,January
481727.26999999996,Italy,ITA,1967,23.81,10.38,10.34,0.9,2.37,47.8,52433000,2506297400,January-1967,January
486703.8899999999,Italy,ITA,1968,23.58,10.74,11.43,0.95,2.47,49.17,52795000,2595930150,January-1968,January
502833.33,Italy,ITA,1969,24.57,10.98,11.27,1.04,2.68,50.53999999999999,53155000,2686453699.9999995,January-1969,January
536082.35,Italy,ITA,1970,25.84,11.75,12.88,1.12,2.88,54.470000000000006,53519000,2915179930.0000005,January-1970,January
551608.56,Italy,ITA,1971,26.2,12.16,14.25,1.12,3.12,56.849999999999994,53889000,3063589649.9999995,January-1971,January
546269.46,Italy,ITA,1972,25.34,13.16,14.85,1.12,3.42,57.89,54259000,3141053510,January-1972,January
590522.99,Italy,ITA,1973,27.4,14.69,15.92,1.06,3.48,62.55,54619000,3416418450,January-1973,January
567699.9,Italy,ITA,1974,25.3,15.16,17.38,0.92,3.62,62.38,54958000,3428280040,January-1974,January
546011.09,Italy,ITA,1975,23.31,15.64,18.3,1.08,3.91,62.239999999999995,55265000,3439693599.9999995,January-1975,January
563111.39,Italy,ITA,1976,23.95,16.4,18.93,1.1,4.03,64.41,55538000,3577202580,January-1976,January
575168.31,Italy,ITA,1977,24.19,16.6,19.83,1.34,4.33,66.29,55778000,3697523620.0000005,January-1977,January
592329.8500000001,Italy,ITA,1978,24.19,17.31,22.11,1.39,4.55,69.55,55989000,3894034950,January-1978,January
616307,Italy,ITA,1979,25.26,17.68,22.99,1.46,4.73,72.11999999999999,56178000,4051557359.9999995,January-1979,January
643926.4400000001,Italy,ITA,1980,26.22,18.13,24.85,1.43,4.88,75.50999999999999,56349000,4254912989.9999995,January-1980,January
640165.6100000001,Italy,ITA,1981,25.88,18.09,25.17,1.4,4.82,75.36000000000001,56505000,4258216800.000001,January-1981,January
639156.69,Italy,ITA,1982,25.86,18.6,24.67,1.41,4.73,75.27,56645000,4263669150,January-1982,January
669757.51,Italy,ITA,1983,26.96,18.67,26.62,1.6,4.82,78.66999999999999,56765000,4465702549.999999,January-1983,January
663069.0499999999,Italy,ITA,1984,26.07,18.28,28.31,1.44,4.84,78.94,56863000,4488765220,January-1984,January
659245.63,Italy,ITA,1985,26.02,18,27.9,1.51,5.07,78.5,56937000,4469554500,January-1985,January
667314.37,Italy,ITA,1986,26.4,18.08,28.27,1.47,5.08,79.3,56984000,4518831200,January-1986,January
692425.75,Italy,ITA,1987,27.35,18.73,29.49,1.51,5.18,82.25999999999999,57008000,4689478079.999999,January-1987,January
692179.29,Italy,ITA,1988,26.93,19.19,30.11,1.57,5.43,83.22999999999999,57018000,4745608139.999999,January-1988,January
701240.62,Italy,ITA,1989,27.07,19.38,30.95,1.69,5.29,84.38000000000001,57029000,4812107020.000001,January-1989,January
710081.14,Italy,ITA,1990,27.18,19.61,31.86,1.77,5.13,85.55,57048000,4880456400,January-1990,January
716927.92,Italy,ITA,1991,27.53,19.51,32.16,1.78,5.45,86.43,57088000,4934115840,January-1991,January
702000.22,Italy,ITA,1992,26.08,19.71,33.27,1.77,5.68,86.50999999999999,57145000,4943613949.999999,January-1992,January
715871.93,Italy,ITA,1993,26.66,19.47,34.34,1.72,5.66,87.85,57198000,5024844300,January-1993,January
717228.48,Italy,ITA,1994,26.99,19.01,34.02,1.74,5.66,87.42,57214000,5001647880,January-1994,January
683478.95,Italy,ITA,1995,25.48,18.41,32.88,1.62,5.66,84.05000000000001,57174000,4805474700.000001,January-1995,January
702085.12,Italy,ITA,1996,25.45,18.66,35.84,1.65,5.86,87.46000000000001,57065000,4990904900,January-1996,January
679826.75,Italy,ITA,1997,24.2,18.66,35.37,1.63,5.68,85.53999999999999,56904000,4867568160,January-1997,January
700372.5700000001,Italy,ITA,1998,24.55,18.54,38.06,1.58,5.61,88.34,56743000,5012676620,January-1998,January
711797.99,Italy,ITA,1999,25.72,18.41,37.05,1.58,5.72,88.47999999999999,56656000,5012922879.999999,January-1999,January
703957.0700000001,Italy,ITA,2000,24.93,18.94,37.45,1.54,5.8,88.66000000000001,56692000,5026312720.000001,January-2000,January
699632.9700000001,Italy,ITA,2001,23.92,18.28,39.79,1.55,6.59,90.13000000000001,56875000,5126143750.000001,January-2001,January
699028.46,Italy,ITA,2002,24.06,18.01,39.67,1.45,6.07,89.26000000000002,57183000,5104154580.000001,January-2002,January
697638.81,Italy,ITA,2003,24.67,14.98,40.1,1.42,5.16,86.33,57565000,4969586450,January-2003,January
680510.6000000001,Italy,ITA,2004,23.53,15.74,39.64,1.41,5.31,85.63,57948000,4962087240,January-2004,January
674978.47,Italy,ITA,2005,23.61,15.41,38.69,1.45,5.39,84.55,58281000,4927658550,January-2005,January
686896.1,Italy,ITA,2006,24.28,13.46,40.32,1.48,5.48,85.02000000000001,58543000,4977325860.000001,January-2006,January
696525.9199999999,Italy,ITA,2007,24.05,15.81,40.94,1.4,5.53,87.73,58748000,5153962040,January-2007,January
671946.05,Italy,ITA,2008,22.91,17.04,38.94,1.36,5.73,85.98,58922000,5066113560,January-2008,January
687997.1099999999,Italy,ITA,2009,23.59,17.35,39.69,1.33,5.68,87.63999999999999,59106000,5180049839.999999,January-2009,January
693992,Italy,ITA,2010,23.13,17.56,41.87,1.23,5.68,89.47,59325000,5307807750,January-2010,January
660788.47,Italy,ITA,2011,21.53,18.13,40.12,1.17,5.69,86.64,59589000,5162790960,January-2011,January
649656.39,Italy,ITA,2012,20.73,19.02,39.78,1.1,5.89,86.52,59879000,5180731080,January-2012,January
616465.8500000001,Italy,ITA,2013,18.6,18.61,40.28,0.92,5.63,84.04,60167000,5056434680,January-2013,January
606116.6299999999,Italy,ITA,2014,19.31,18.48,36.73,0.98,3.16,78.66,60410000,4751850600,January-2014,January
583925.34,Italy,ITA,2015,16.99,18.52,39.07,0.91,2.19,77.67999999999999,60578000,4705699040,January-2015,January
576537.78,Italy,ITA,2016,16.77,18.63,38.25,0.96,2.07,76.67999999999999,60663000,4651638840,January-2016,January
591407.23,Italy,ITA,2017,15.56,18.88,43.77,0.89,1.85,80.95,60674000,4911560300,January-2017,January
45660.899999999994,Japan,JPN,1961,1.57,1.39,2.17,0.28,2.23,7.640000000000001,94561000,722446040,January-1961,January
53770.25,Japan,JPN,1962,1.57,1.61,3.38,0.27,2.78,9.61,95459000,917360990,January-1962,January
60550.26,Japan,JPN,1963,1.96,1.87,2.94,0.53,2.43,9.73,96389000,937864970,January-1963,January
73123.92,Japan,JPN,1964,2.48,1.85,3.54,0.65,2.4,10.92,97379000,1063378680,January-1964,January
74175.85,Japan,JPN,1965,2.31,2.12,4.09,0.56,2.42,11.5,98447000,1132140500,January-1965,January
78778.03,Japan,JPN,1966,1.7,2.47,5.62,0.94,2.43,13.159999999999998,99596000,1310683359.9999998,January-1966,January
83214.98,Japan,JPN,1967,1.71,2.95,5.93,0.98,2.18,13.75,100822000,1386302500,January-1967,January
87189.82,Japan,JPN,1968,1.85,3.34,5.82,1.07,1.97,14.05,102124000,1434842200,January-1968,January
102891.12,Japan,JPN,1969,2.49,4.02,6.04,1.25,1.97,15.770000000000001,103496000,1632131920.0000002,January-1969,January
117118.48,Japan,JPN,1970,2.91,4.73,7.1,1.06,1.75,17.55,104929000,1841503950,January-1970,January
132342.44,Japan,JPN,1971,3.26,5.28,8.11,1.22,1.72,19.589999999999996,106427000,2084904929.9999995,January-1971,January
146294.61000000002,Japan,JPN,1972,3.61,5.98,8.77,1.4,1.76,21.52,107976000,2323643520,January-1972,January
155741,Japan,JPN,1973,3.69,6.43,10.08,1.22,1.78,23.2,109529000,2541072800,January-1973,January
151849.68,Japan,JPN,1974,3.49,6.7,10.35,0.81,1.61,22.959999999999997,111023000,2549088079.9999995,January-1974,January
157820.05,Japan,JPN,1975,3.66,6.71,10.39,1.16,1.44,23.360000000000003,112413000,2625967680.0000005,January-1975,January
163494.62,Japan,JPN,1976,3.68,7.53,10.65,1.19,1.31,24.36,113679000,2769220440,January-1976,January
177833.74,Japan,JPN,1977,4.15,8.22,11.19,1.29,1.25,26.1,114828000,2997010800,January-1977,January
194566.63,Japan,JPN,1978,4.71,9.14,12.01,1.2,1.15,28.209999999999997,115879000,3268946589.9999995,January-1978,January
209307.26,Japan,JPN,1979,5.02,9.89,13.41,1.01,1.09,30.42,116867000,3555094140,January-1979,January
206807.99000000002,Japan,JPN,1980,4.97,10.11,13.46,0.67,0.97,30.18,117817000,3555717060,January-1980,January
213363.44,Japan,JPN,1981,5.36,10.26,13.34,0.74,0.9,30.599999999999998,118733000,3633229799.9999995,January-1981,January
214465.8,Japan,JPN,1982,5.4,10.71,13.14,0.71,0.9,30.86,119605000,3691010300,January-1982,January
220110.41999999998,Japan,JPN,1983,5.63,11.09,13.26,0.68,0.88,31.539999999999996,120428000,3798299119.9999995,January-1983,January
228388.83000000002,Japan,JPN,1984,6.03,11.52,13.39,0.62,0.86,32.42,121189000,3928947380,January-1984,January
237603.03999999998,Japan,JPN,1985,6.2,11.89,14.18,0.65,0.82,33.739999999999995,121883000,4112332419.9999995,January-1985,January
247182.32,Japan,JPN,1986,6.51,12.64,14.44,0.65,0.62,34.85999999999999,122509000,4270663739.999999,January-1986,January
260717.03,Japan,JPN,1987,6.94,13.19,15.24,0.62,0.52,36.51,123073000,4493395230,January-1987,January
273876.15,Japan,JPN,1988,7.48,13.9,15.52,0.63,0.41,37.940000000000005,123585000,4688814900.000001,January-1988,January
285664.43,Japan,JPN,1989,8.19,13.78,15.85,0.56,0.4,38.78,124059000,4811008020,January-1989,January
285412.88,Japan,JPN,1990,8.42,13.62,15.39,0.52,0.38,38.330000000000005,124505000,4772276650.000001,January-1990,January
286116,Japan,JPN,1991,8.43,13.83,15.33,0.52,0.36,38.47,124930000,4806057100,January-1991,January
300285.49,Japan,JPN,1992,9.13,14.28,15.54,0.54,0.33,39.82,125331000,4990680420,January-1992,January
312017.48,Japan,JPN,1993,10.13,13.86,15.36,0.45,0.33,40.13,125707000,5044621910,January-1993,January
321622.39,Japan,JPN,1994,10.83,13.88,15.25,0.38,0.29,40.63,126053000,5121533390,January-1994,January
345549.94,Japan,JPN,1995,11.35,14.79,17.25,0.38,0.29,44.06,126365000,5567641900,January-1995,January
341186.56000000006,Japan,JPN,1996,10.73,14.86,18.14,0.33,0.26,44.32,126644000,5612862080,January-1996,January
329332.27999999997,Japan,JPN,1997,10.7,14.55,16.52,0.29,0.22,42.279999999999994,126893000,5365036039.999999,January-1997,January
331641.22000000003,Japan,JPN,1998,10.89,14.51,16.46,0.28,0.22,42.36,127117000,5384676120,January-1998,January
343156.32,Japan,JPN,1999,11.09,15.17,17.45,0.24,0.21,44.16,127326000,5622716160,January-1999,January
352192.08,Japan,JPN,2000,11.42,15.59,17.85,0.21,0.19,45.26,127524000,5771736240,January-2000,January
339469.48,Japan,JPN,2001,10.4,15.73,18.25,0.21,0.18,44.77,127714000,5717755780,January-2001,January
324889.01,Japan,JPN,2002,8.99,16.2,19.12,0.2,0.16,44.67,127893000,5712980310,January-2002,January
333119.93,Japan,JPN,2003,9.61,15.92,19.13,0.18,0.16,44.99999999999999,128058000,5762609999.999999,January-2003,January
318887.57999999996,Japan,JPN,2004,8.38,14.98,20.54,0.22,0.18,44.3,128204000,5679437200,January-2004,January
332084.36,Japan,JPN,2005,8.58,16.87,20.82,0.25,0.19,46.71,128326000,5994107460,January-2005,January
325229.26,Japan,JPN,2006,8.5,17.37,19.52,0.25,0.17,45.81,128423000,5883057630,January-2006,January
328585.75,Japan,JPN,2007,8.6,17.17,20.07,0.18,0.15,46.17,128494000,5932567980,January-2007,January
329465.04,Japan,JPN,2008,8.52,17.34,20.3,0.18,0.14,46.48,128539000,5974492720,January-2008,January
328133.47,Japan,JPN,2009,8.75,16.96,19.76,0.18,0.13,45.78,128555000,5885247900,January-2009,January
338499.93000000005,Japan,JPN,2010,8.9,18.26,20.21,0.15,0.13,47.650000000000006,128542000,6125026300.000001,January-2010,January
344637.98000000004,Japan,JPN,2011,8.96,19.05,20.51,0.15,0.11,48.78,128499000,6268181220,January-2011,January
350522.02,Japan,JPN,2012,9.06,19.61,20.86,0.13,0.12,49.78,128424000,6392946720,January-2012,January
349738.13,Japan,JPN,2013,9.15,19.42,20.62,0.14,0.12,49.449999999999996,128314000,6345127299.999999,January-2013,January
335440.26,Japan,JPN,2014,8.89,17.65,20.18,0.14,0.11,46.97,128169000,6020097930,January-2014,January
326831.43000000005,Japan,JPN,2015,8.5,17.68,19.71,0.15,0.1,46.14,127985000,5905227900,January-2015,January
332742.94,Japan,JPN,2016,8.47,17.88,20.63,0.15,0.1,47.230000000000004,127763000,6034246490.000001,January-2016,January
351074.12,Japan,JPN,2017,9.19,18.5,21.39,0.15,0.1,49.33,127503000,6289722990,January-2017,January
216171.25999999998,Mexico,MEX,1961,8.54,3.39,10.57,0.75,1.03,24.28,38966000,946094480,January-1961,January
235583.18,Mexico,MEX,1962,9.88,3.62,10.24,0.72,0.93,25.39,40195000,1020551050,January-1962,January
233111.39,Mexico,MEX,1963,9.82,3.65,9.96,0.72,0.91,25.06,41462000,1039037720,January-1963,January
238751.88999999998,Mexico,MEX,1964,10.27,3.69,9.7,0.73,0.91,25.299999999999997,42771000,1082106299.9999998,January-1964,January
236893.33,Mexico,MEX,1965,10.2,3.89,9.44,0.72,0.89,25.14,44124000,1109277360,January-1965,January
231409.44,Mexico,MEX,1966,9.95,3.92,9.19,0.69,0.84,24.59,45520000,1119336800,January-1966,January
232369.82,Mexico,MEX,1967,10,3.95,9.2,0.69,0.8,24.64,46956000,1156995840,January-1967,January
224788.84,Mexico,MEX,1968,9.61,3.96,8.96,0.67,0.77,23.970000000000002,48432000,1160915040,January-1968,January
221436.47,Mexico,MEX,1969,9.35,3.99,8.96,0.73,0.7,23.73,49945000,1185194850,January-1969,January
213756.59999999998,Mexico,MEX,1970,8.79,4.14,9.04,0.71,0.68,23.36,51494000,1202899840,January-1970,January
207716.94,Mexico,MEX,1971,8.29,4.27,9.21,0.72,0.72,23.209999999999997,53076000,1231893959.9999998,January-1971,January
210040.05,Mexico,MEX,1972,7.97,4.37,10.13,0.87,0.74,24.08,54690000,1316935200,January-1972,January
